"customerkey","geographykey","customername","englisheducation","commutedistance"
12510,205,"Roberto Sanz","Bachelors","0-1 Miles"
12511,197,"Grant Chander","Partial College","0-1 Miles"
12512,164,"Carolyn Gomez","Partial College","0-1 Miles"
12513,269,"Austin Thompson","Partial College","0-1 Miles"
12514,203,"Lacey Becker","Partial College","0-1 Miles"
12515,189,"Shelby Bailey","Partial College","2-5 Miles"
12516,145,"Shawna Chander","Partial College","2-5 Miles"
12517,133,"Alexa Watson","Partial College","2-5 Miles"
12518,161,"Jacquelyn Dominguez","Partial College","2-5 Miles"
12519,265,"Casey Gutierrez","Partial College","0-1 Miles"
12520,208,"Seth Jackson","High School","2-5 Miles"
12521,172,"Meredith Dominguez","Partial High School","0-1 Miles"
12522,222,"Brandy Sanchez","High School","1-2 Miles"
12523,200,"Steve Wagner","High School","2-5 Miles"
12524,211,"Kate Shan","Partial College","2-5 Miles"
12525,237,"Chelsea Rodriguez","Bachelors","1-2 Miles"
12526,256,"Michele Suarez","Bachelors","0-1 Miles"
12527,301,"José Rodriguez","Graduate Degree","0-1 Miles"
12528,641,"Devin Wilson","Graduate Degree","1-2 Miles"
12529,299,"Isaiah Allen","Graduate Degree","1-2 Miles"
12530,64,"Isabel Coleman","Partial College","0-1 Miles"
12531,536,"Autumn Xu","Partial College","0-1 Miles"
12532,53,"Jose Carter","Graduate Degree","0-1 Miles"
12533,644,"Luis Washington","Graduate Degree","0-1 Miles"
12534,179,"Katie Shan","Graduate Degree","0-1 Miles"
12535,161,"Clifford Kapoor","Bachelors","0-1 Miles"
12536,161,"Javier Dominguez","Bachelors","0-1 Miles"
12537,200,"Terrence Luo","Bachelors","0-1 Miles"
12538,164,"Paula Blanco","Graduate Degree","0-1 Miles"
12539,225,"Marc Dominguez","Graduate Degree","0-1 Miles"
12540,265,"Levi Sara","Graduate Degree","0-1 Miles"
12541,221,"Jonathan Zhang","Graduate Degree","0-1 Miles"
12542,204,"Preston Patel","Graduate Degree","0-1 Miles"
12543,213,"Ruben Alvarez","Bachelors","0-1 Miles"
12544,168,"Bruce Jordan","Bachelors","0-1 Miles"
12545,229,"Marc Ruiz","Partial College","0-1 Miles"
12546,149,"Clarence Andersen","Bachelors","0-1 Miles"
12547,211,"Bradley Nara","Bachelors","0-1 Miles"
12548,155,"Alexandra Collins","Partial College","0-1 Miles"
12549,193,"Donna Xie","Partial College","0-1 Miles"
12550,262,"Austin Diaz","Partial College","0-1 Miles"
12551,250,"Julio Ramos","Bachelors","0-1 Miles"
12552,182,"Bruce Torres","Bachelors","0-1 Miles"
12553,219,"Toni Fernandez","Bachelors","0-1 Miles"
12554,235,"Barry Rodriguez","Graduate Degree","0-1 Miles"
12555,189,"Edgar Malhotra","Bachelors","2-5 Miles"
12556,162,"Manuel Kapoor","Bachelors","2-5 Miles"
12557,214,"Phillip Lopez","Bachelors","2-5 Miles"
12558,155,"Amanda Evans","Bachelors","0-1 Miles"
12559,252,"Emmanuel Lopez","Bachelors","0-1 Miles"
12560,256,"Mandy Gao","Bachelors","0-1 Miles"
12561,220,"Trisha Lin","Partial College","0-1 Miles"
12562,204,"Kristina Chandra","Partial College","2-5 Miles"
12563,236,"Alejandro Lin","Bachelors","0-1 Miles"
12564,247,"Marshall Yang","Bachelors","0-1 Miles"
12565,198,"Kendra Gutierrez","Partial College","0-1 Miles"
12566,254,"Omar Yang","Bachelors","0-1 Miles"
12567,261,"Carmen Arthur","Bachelors","0-1 Miles"
12568,269,"Stacey Ye","Bachelors","0-1 Miles"
12569,272,"Kristin Rai","Graduate Degree","0-1 Miles"
12570,20,"Casey Munoz","Partial College","0-1 Miles"
12571,2,"Jennifer Green","Partial College","0-1 Miles"
12572,29,"Alisha Chander","Partial College","2-5 Miles"
12573,6,"Grant Rai","Partial College","0-1 Miles"
12574,15,"Derek Raje","Partial College","0-1 Miles"
12575,19,"Jaclyn Shen","Partial College","0-1 Miles"
12576,35,"Walter Dominguez","Partial College","2-5 Miles"
12577,5,"Francis Sanz","Partial College","2-5 Miles"
12578,33,"Gavin Perry","Partial College","0-1 Miles"
12579,16,"Lydia Sanchez","Partial College","2-5 Miles"
12580,38,"Cedric She","Partial College","2-5 Miles"
12581,36,"Kristina Fernandez","Partial College","0-1 Miles"
12582,16,"Carmen Sara","High School","0-1 Miles"
12583,10,"Tyrone Ortega","High School","2-5 Miles"
12584,27,"Brittney Ma","High School","2-5 Miles"
12585,31,"Ian Martinez","High School","2-5 Miles"
12586,27,"Kellie Hernandez","High School","1-2 Miles"
12587,9,"Danny Travers","Bachelors","0-1 Miles"
12588,9,"Tracy Chande","High School","1-2 Miles"
12589,35,"Ruben Rodriguez","Partial College","0-1 Miles"
12590,261,"Mario Chander","Bachelors","0-1 Miles"
12591,126,"Meredith Madan","Graduate Degree","0-1 Miles"
12592,232,"Amy Li","Graduate Degree","0-1 Miles"
12593,234,"Benjamin Zhang","Graduate Degree","0-1 Miles"
12594,235,"Sandra Gao","Graduate Degree","0-1 Miles"
12595,248,"Mathew Blanco","Graduate Degree","0-1 Miles"
12596,260,"Armando Romero","Graduate Degree","0-1 Miles"
12597,241,"Franklin Zhang","Partial College","2-5 Miles"
12598,269,"Alexandra Bryant","Graduate Degree","0-1 Miles"
12599,229,"Jillian Fernandez","Partial College","0-1 Miles"
12600,115,"Larry Romero","Graduate Degree","0-1 Miles"
12601,265,"Randy Zhang","Graduate Degree","0-1 Miles"
12602,245,"Francisco Srini","Graduate Degree","0-1 Miles"
12603,265,"Cole Reed","Bachelors","0-1 Miles"
12604,127,"Nathan Lee","Bachelors","0-1 Miles"
12605,175,"Carol Cooper","Bachelors","0-1 Miles"
12606,189,"Arthur Van","Graduate Degree","0-1 Miles"
12607,213,"Tamara Zhu","Graduate Degree","0-1 Miles"
12608,234,"Brett Sanchez","Bachelors","0-1 Miles"
12609,273,"Linda Carlson","Bachelors","0-1 Miles"
12610,278,"Wendy Gutierrez","Bachelors","0-1 Miles"
12611,273,"Manuel Sara","Partial College","2-5 Miles"
12612,232,"Shannon Torres","High School","0-1 Miles"
12613,223,"Joel Prasad","Bachelors","0-1 Miles"
12614,209,"Lance Gill","Bachelors","0-1 Miles"
12615,243,"Nathan Hill","High School","0-1 Miles"
12616,134,"Kelsey Tang","Partial College","0-1 Miles"
12617,157,"Jake Ma","Partial College","1-2 Miles"
12618,205,"Dawn Lal","Bachelors","0-1 Miles"
12619,262,"Priscilla Rai","Graduate Degree","0-1 Miles"
12620,190,"Maurice Lal","Graduate Degree","0-1 Miles"
12621,198,"Barry Martinez","Graduate Degree","0-1 Miles"
12622,248,"Micheal Rubio","Graduate Degree","0-1 Miles"
12623,261,"Jesse Sanchez","Partial College","0-1 Miles"
12624,145,"Jamie Xu","Partial College","2-5 Miles"
12625,180,"Carly Andersen","Partial College","0-1 Miles"
12626,244,"Cassie Lal","Partial College","1-2 Miles"
12627,255,"Leah Zheng","Partial College","0-1 Miles"
12628,180,"Arturo Ma","Partial College","2-5 Miles"
12629,147,"Russell Nara","Partial College","0-1 Miles"
12630,238,"Kevin Simmons","Partial College","10+ Miles"
12631,200,"Clarence Gao","High School","10+ Miles"
12632,218,"Bonnie Nath","Bachelors","2-5 Miles"
12633,233,"Shannon Suarez","Bachelors","5-10 Miles"
12634,244,"Derrick Ruiz","Bachelors","5-10 Miles"
12635,221,"Brad Beck","Partial College","2-5 Miles"
12636,163,"Tamer Salah","Bachelors","10+ Miles"
12637,257,"Leonard Nath","Partial College","5-10 Miles"
12638,131,"Sebastian Brooks","Partial College","10+ Miles"
12639,188,"Ruben Lopez","Partial College","10+ Miles"
12669,2,"Irving Schmidt","Bachelors","10+ Miles"
12640,231,"Angel Richardson","Partial College","10+ Miles"
12641,203,"Willie Raje","High School","10+ Miles"
12642,189,"Jimmy Carlson","High School","2-5 Miles"
12643,176,"Kristina Perez","Bachelors","10+ Miles"
12644,237,"Rachel Reed","Partial College","10+ Miles"
12645,277,"Audrey Ruiz","Bachelors","10+ Miles"
12646,143,"Kenneth Xu","High School","10+ Miles"
12647,268,"Colleen Anand","Partial College","10+ Miles"
12648,271,"Lori Dominguez","Partial College","10+ Miles"
12649,203,"Omar Goel","High School","10+ Miles"
12650,220,"Aaron Wright","High School","5-10 Miles"
12651,187,"Martin Malhotra","High School","10+ Miles"
12652,251,"Carolyn Martin","High School","10+ Miles"
12653,253,"Nichole Andersen","Bachelors","0-1 Miles"
12654,268,"Briana Gill","Partial College","10+ Miles"
12655,215,"Larry Vazquez","High School","5-10 Miles"
12656,209,"Blake Roberts","High School","10+ Miles"
12657,119,"Audrey Blanco","High School","10+ Miles"
12658,279,"Joy Gomez","High School","0-1 Miles"
12659,198,"Damien Chande","High School","10+ Miles"
12660,183,"Toni Sanchez","Partial High School","10+ Miles"
12661,225,"Deborah Pal","Partial High School","10+ Miles"
12662,199,"Jessie Huang","Partial High School","5-10 Miles"
12663,223,"Morgan Adams","Partial High School","10+ Miles"
12664,271,"Krista Gill","Partial College","0-1 Miles"
12665,33,"Joy Suarez","Bachelors","10+ Miles"
12666,25,"Jessie Zhu","Bachelors","2-5 Miles"
12667,31,"Maria Wood","Bachelors","10+ Miles"
12668,19,"Melissa Patterson","Bachelors","10+ Miles"
12670,18,"Sarah Martinez","Bachelors","10+ Miles"
12671,26,"Alan Huang","Bachelors","10+ Miles"
12672,18,"Carson Butler","Bachelors","10+ Miles"
12673,35,"Colin Stone","Bachelors","10+ Miles"
12674,26,"Jimmy Travers","Bachelors","10+ Miles"
12675,37,"Holly Fernandez","Bachelors","10+ Miles"
12676,32,"Michele Madan","Bachelors","10+ Miles"
12677,2,"Cedric Liu","High School","10+ Miles"
12678,15,"Dana Serrano","High School","0-1 Miles"
12679,7,"Stacy Gill","High School","10+ Miles"
12680,18,"George Sanchez","Bachelors","10+ Miles"
12681,21,"Christy Chow","Bachelors","10+ Miles"
12682,36,"Kari Subram","High School","10+ Miles"
12683,25,"Laura Zhou","Partial High School","10+ Miles"
12684,4,"Shaun Shen","Partial High School","10+ Miles"
12685,40,"Jaclyn Xu","Bachelors","10+ Miles"
12686,32,"Trisha Zhou","Bachelors","10+ Miles"
12687,2,"Marshall Li","Bachelors","10+ Miles"
12688,24,"Stacy Navarro","Bachelors","10+ Miles"
12689,21,"Tamara Pal","Bachelors","10+ Miles"
12690,18,"Roger Zhang","High School","10+ Miles"
12691,29,"Rafael Andersen","High School","10+ Miles"
12692,24,"Glenn Lu","Bachelors","10+ Miles"
12693,14,"Ruth Gonzalez","Bachelors","10+ Miles"
12694,17,"Jay Arthur","Partial High School","10+ Miles"
12695,2,"Kari Ruiz","Bachelors","10+ Miles"
12696,15,"Stacey Hu","High School","10+ Miles"
12697,9,"Brenda Stone","Bachelors","10+ Miles"
12698,13,"Mohamed Pal","High School","10+ Miles"
12699,35,"Amy Chow","Partial High School","10+ Miles"
12700,24,"Mindy Kumar","Partial High School","10+ Miles"
12701,10,"Gary Gutierrez","Partial High School","10+ Miles"
12702,27,"Yolanda Shan","Partial High School","10+ Miles"
12703,6,"Renee Suarez","Partial High School","10+ Miles"
12704,34,"Barbara Nara","Partial High School","10+ Miles"
12705,30,"Andre Garcia","Bachelors","0-1 Miles"
12706,24,"Louis Liang","Bachelors","0-1 Miles"
12707,638,"Ian Lewis","Graduate Degree","10+ Miles"
12708,307,"Bonnie Pal","Bachelors","5-10 Miles"
12709,358,"Ian Rodriguez","Bachelors","0-1 Miles"
12710,52,"Dalton Evans","Graduate Degree","0-1 Miles"
12711,211,"Heather Zheng","Partial High School","1-2 Miles"
12712,159,"Arthur Romero","Partial High School","0-1 Miles"
12713,172,"Deborah Xie","Partial High School","1-2 Miles"
12714,157,"Colleen Lu","Partial College","2-5 Miles"
12715,37,"Eddie Gill","Bachelors","5-10 Miles"
12716,185,"Dale Shen","Partial College","2-5 Miles"
12717,184,"Hannah Wood","Partial College","0-1 Miles"
12718,193,"Tammy Sai","Partial College","2-5 Miles"
12719,218,"Cheryl Ruiz","Partial College","0-1 Miles"
12720,219,"Nicolas Chande","Partial College","0-1 Miles"
12721,175,"Rebekah Martinez","Partial College","1-2 Miles"
12722,155,"Latasha Gomez","Partial High School","0-1 Miles"
12723,183,"Kurt Jai","Partial High School","0-1 Miles"
12724,170,"Eddie Martin","Partial High School","1-2 Miles"
12725,171,"Gabrielle James","Partial High School","1-2 Miles"
12726,121,"Kurt Goel","Partial High School","0-1 Miles"
12727,220,"Amanda Ross","Partial High School","1-2 Miles"
12728,131,"Jeremiah Stewart","Partial College","1-2 Miles"
12729,265,"Jose Perry","Partial College","2-5 Miles"
12730,279,"Karla Becker","High School","2-5 Miles"
12731,162,"Steven Murphy","High School","1-2 Miles"
12732,183,"Todd Guo","Partial High School","1-2 Miles"
12733,252,"Lacey Cai","Partial High School","0-1 Miles"
12734,226,"Margaret Zhou","Partial High School","1-2 Miles"
12735,144,"Donald Mehta","Partial High School","1-2 Miles"
12736,118,"Diana Ruiz","Partial High School","1-2 Miles"
12737,215,"Brett Chandra","High School","2-5 Miles"
12738,153,"Melinda Rubio","Bachelors","1-2 Miles"
12739,241,"Evan Young","Bachelors","1-2 Miles"
12740,229,"Kathryn Goel","High School","2-5 Miles"
12741,176,"Raymond Sam","High School","2-5 Miles"
12742,161,"Samantha Martinez","Partial College","0-1 Miles"
12743,234,"Carl Kumar","Partial College","0-1 Miles"
12744,236,"Anna Moore","Partial College","0-1 Miles"
12745,241,"Rafael Wu","Partial College","1-2 Miles"
12746,234,"Juan Torres","Partial High School","0-1 Miles"
12747,147,"Colleen Hu","Partial High School","1-2 Miles"
12748,221,"Grace Bell","High School","2-5 Miles"
12749,207,"Miguel Lee","High School","1-2 Miles"
12750,212,"Teresa Vazquez","Partial College","1-2 Miles"
12751,117,"Priscilla Xu","Partial College","0-1 Miles"
12752,216,"Jonathon Alvarez","Partial College","0-1 Miles"
12753,190,"Ramon Zhao","Partial College","1-2 Miles"
12754,223,"Lindsey Deng","Partial College","0-1 Miles"
12755,368,"Chloe Hughes","Partial College","1-2 Miles"
12756,300,"Antonio Butler","Partial College","1-2 Miles"
12757,614,"Sara Ramirez","Partial College","1-2 Miles"
12758,623,"Stephanie Ramirez","Bachelors","2-5 Miles"
12759,637,"Jada Sanders","Graduate Degree","1-2 Miles"
12760,49,"Krista Gomez","Graduate Degree","1-2 Miles"
12761,553,"Alexandra Richardson","Graduate Degree","1-2 Miles"
12762,372,"Jonathan Smith","Bachelors","5-10 Miles"
12763,49,"Chloe Russell","Bachelors","2-5 Miles"
12764,642,"Alexandra Harris","Partial College","5-10 Miles"
12765,49,"Robyn Gill","Partial High School","0-1 Miles"
12766,539,"Jordyn Bryant","Partial High School","1-2 Miles"
12767,648,"Christopher Robinson","High School","5-10 Miles"
12768,310,"Johnathan Chapman","High School","2-5 Miles"
12769,631,"Thomas Zhang","Partial College","0-1 Miles"
12770,338,"Charles Evans","Partial College","1-2 Miles"
12771,372,"Morgan Thomas","Partial College","0-1 Miles"
12772,616,"Abigail Clark","Partial College","0-1 Miles"
12773,609,"Samantha Taylor","Partial College","0-1 Miles"
12774,302,"Kristen Gao","Partial College","1-2 Miles"
12775,352,"Connor Griffin","Partial College","1-2 Miles"
12776,648,"Blake Campbell","Graduate Degree","0-1 Miles"
12777,626,"Joseph Anderson","Partial College","1-2 Miles"
12778,368,"Connie Morgan","Partial College","1-2 Miles"
12779,648,"Mason Rogers","Partial College","1-2 Miles"
12780,631,"Jeremy Richardson","Partial College","1-2 Miles"
12781,52,"Emma James","Partial College","0-1 Miles"
12782,66,"Elizabeth Long","Partial College","0-1 Miles"
12783,49,"Jerome Gutierrez","Partial College","0-1 Miles"
12784,548,"Jonathan Campbell","Partial College","0-1 Miles"
12785,43,"Javier Ortega","Partial College","1-2 Miles"
12786,298,"James Yang","Partial College","1-2 Miles"
12787,633,"Katelyn Cook","Graduate Degree","1-2 Miles"
12788,307,"Amanda Nelson","Partial College","1-2 Miles"
12789,302,"Jamie Zeng","Partial College","0-1 Miles"
12790,335,"Brandon Kumar","Graduate Degree","1-2 Miles"
12791,337,"Angelica Foster","Graduate Degree","0-1 Miles"
12792,611,"Blake White","Graduate Degree","0-1 Miles"
12793,307,"Jessie Guo","Graduate Degree","1-2 Miles"
12794,553,"Megan Jackson","Graduate Degree","1-2 Miles"
12795,53,"Antonio Foster","Graduate Degree","0-1 Miles"
12796,611,"Jason Zhang","Graduate Degree","0-1 Miles"
12797,383,"Patrick Howard","Graduate Degree","1-2 Miles"
12798,224,"Andy Gutierrez","Partial College","2-5 Miles"
12799,171,"George Chandra","Bachelors","1-2 Miles"
12800,158,"Lacey Chen","Bachelors","0-1 Miles"
12801,117,"Melody Browning","Bachelors","1-2 Miles"
12802,176,"Alan Sun","Bachelors","1-2 Miles"
12803,279,"Heather Li","Bachelors","0-1 Miles"
12804,190,"Jaclyn Chander","Bachelors","1-2 Miles"
12805,215,"Marvin Moreno","Graduate Degree","0-1 Miles"
12806,150,"Ronnie Zeng","Graduate Degree","0-1 Miles"
12807,172,"Nina Kumar","Graduate Degree","0-1 Miles"
12808,277,"Marc Schmidt","Bachelors","0-1 Miles"
12809,119,"Michele Navarro","Partial College","2-5 Miles"
12810,162,"Chase Stewart","Bachelors","0-1 Miles"
12811,135,"Marc Serrano","Partial College","0-1 Miles"
12812,224,"Brandi Sanz","High School","2-5 Miles"
12813,128,"Reginald Ramos","Bachelors","2-5 Miles"
12814,144,"Casey Sharma","Bachelors","0-1 Miles"
12815,134,"Dominique Mehta","Bachelors","2-5 Miles"
12816,150,"Tammy Mehta","Partial High School","0-1 Miles"
12817,194,"Theodore Suarez","Partial High School","0-1 Miles"
12818,221,"Curtis She","High School","2-5 Miles"
12819,208,"Nicolas Chander","High School","0-1 Miles"
12820,183,"Derek Tang","High School","0-1 Miles"
12821,189,"Cesar McDonald","Bachelors","0-1 Miles"
12822,162,"Alexandra James","Bachelors","0-1 Miles"
12823,188,"Bethany She","High School","0-1 Miles"
12824,198,"Kristopher Subram","Bachelors","1-2 Miles"
12825,147,"Kelvin Hu","Bachelors","1-2 Miles"
12826,133,"Caleb Gonzalez","Partial High School","0-1 Miles"
12827,174,"Nicolas Raje","High School","0-1 Miles"
12828,175,"Carol Rubio","Partial High School","0-1 Miles"
12829,178,"Micah Li","High School","0-1 Miles"
12830,223,"Russell Raje","High School","0-1 Miles"
12831,173,"Kathryn Lal","High School","0-1 Miles"
12832,163,"Douglas Prasad","High School","0-1 Miles"
12833,126,"Sheena Goel","High School","0-1 Miles"
12834,201,"Kelsey Xie","Bachelors","0-1 Miles"
12835,121,"Karl Yuan","Partial High School","0-1 Miles"
12836,236,"Rodney Munoz","High School","0-1 Miles"
12837,120,"Nicole Anderson","Partial College","1-2 Miles"
12838,171,"Ralph Beck","Bachelors","0-1 Miles"
12839,264,"Dominique Fernandez","Graduate Degree","0-1 Miles"
12840,238,"Naomi Sanz","Graduate Degree","0-1 Miles"
12841,211,"Yolanda Xie","Partial College","0-1 Miles"
12842,197,"Kelvin Becker","Partial College","0-1 Miles"
12843,182,"Summer Smith","Partial College","0-1 Miles"
12844,170,"Gerald Gonzalez","Bachelors","0-1 Miles"
12845,161,"Angela Torres","Bachelors","0-1 Miles"
12846,155,"Bridget Nara","Partial College","0-1 Miles"
12847,241,"Colin Chander","Bachelors","0-1 Miles"
12848,266,"Brittney Lu","Bachelors","0-1 Miles"
12849,221,"Adam Baker","Partial College","0-1 Miles"
12850,118,"Johnny Raji","High School","1-2 Miles"
12851,183,"Brandy Sai","High School","0-1 Miles"
12852,176,"Teresa Carlson","Partial College","0-1 Miles"
12853,239,"Evelyn Malhotra","Bachelors","0-1 Miles"
12854,242,"Reginald Romero","Bachelors","0-1 Miles"
12855,243,"Philip Diaz","Bachelors","0-1 Miles"
12856,254,"Rosa Lin","Bachelors","0-1 Miles"
12857,272,"Raul Kumar","Bachelors","0-1 Miles"
12858,125,"Adriana Mehta","Partial College","2-5 Miles"
12859,231,"Evelyn Gonzalez","Partial College","2-5 Miles"
12860,275,"Jillian Prasad","Bachelors","0-1 Miles"
12861,256,"Robyn Jimenez","Bachelors","0-1 Miles"
12862,222,"Melinda Ortega","Partial College","0-1 Miles"
12863,160,"Caleb Zhang","Partial College","0-1 Miles"
12864,231,"Michelle Townsend","Partial College","0-1 Miles"
12865,266,"Brandy Martinez","High School","2-5 Miles"
12866,195,"Janelle Fernandez","Partial High School","0-1 Miles"
12867,160,"Laura Ye","Partial High School","0-1 Miles"
12868,195,"Julie Anand","High School","5-10 Miles"
12869,191,"Alisha Tang","High School","2-5 Miles"
12870,154,"Tyrone Munoz","Partial High School","5-10 Miles"
