"customerkey","geographykey","customeralternatekey","fullname","gender","maritalstatus","emailaddress","yearlyincome","addressline1","phone","datefirstpurchase","commutedistance"
12466,221,"AW00012466","Willie D He","M","M","willie17@adventure-works.com","20000.00","11, rue du Puits Dixme","1 (11) 500 555-0159","2022-03-19","2-5 Miles"
12467,196,"AW00012467","Jennifer L Jones","F","S","jennifer31@adventure-works.com","20000.00","2, place de la République","1 (11) 500 555-0197","2022-04-21","0-1 Miles"
12468,200,"AW00012468","Wayne NULL Nath","M","M","wayne21@adventure-works.com","30000.00","95, avenue de l´ Union Centrale","1 (11) 500 555-0142","2020-07-12","2-5 Miles"
12469,160,"AW00012469","Shane D Srini","M","M","shane12@adventure-works.com","20000.00","Haberstr 5776","1 (11) 500 555-0163","2022-09-19","2-5 Miles"
12470,164,"AW00012470","Barbara R He","F","M","barbara27@adventure-works.com","20000.00","Lieblingsweg 4","1 (11) 500 555-0110","2022-11-23","2-5 Miles"
12471,155,"AW00012471","Lacey NULL Zeng","F","M","lacey35@adventure-works.com","40000.00","Rehstr 1346","1 (11) 500 555-0167","2022-03-16","0-1 Miles"
12472,215,"AW00012472","Jeffery C Zhang","M","M","jeffery0@adventure-works.com","30000.00","9, avenue Reille","1 (11) 500 555-0124","2022-08-09","2-5 Miles"
12473,277,"AW00012473","Sergio NULL Sai","M","M","sergio6@adventure-works.com","30000.00","9790 Deer Creek Lane","1 (11) 500 555-0122","2021-07-11","0-1 Miles"
12474,226,"AW00012474","Tammy NULL Chandra","F","M","tammy2@adventure-works.com","30000.00","2, place Beaubernard","1 (11) 500 555-0148","2020-07-22","0-1 Miles"
12475,161,"AW00012475","Logan A Carter","M","S","logan36@adventure-works.com","10000.00","Buergermeister-ulrich-str 111","1 (11) 500 555-0192","2021-09-03","0-1 Miles"
12476,260,"AW00012476","Rodney R Jimenez","M","S","rodney1@adventure-works.com","20000.00","4977 Candlestick Dr.","1 (11) 500 555-0152","2022-10-09","0-1 Miles"
12477,197,"AW00012477","Robin J Gill","F","M","robin10@adventure-works.com","20000.00","28, rue de Fontfroide","1 (11) 500 555-0166","2022-12-09","0-1 Miles"
12478,155,"AW00012478","Ruben NULL Mehta","M","S","ruben15@adventure-works.com","20000.00","Welt Platz 4","1 (11) 500 555-0183","2022-12-30","0-1 Miles"
12479,131,"AW00012479","Priscilla J Tang","F","M","priscilla3@adventure-works.com","30000.00","Im Himmelsweg 89","1 (11) 500 555-0159","2021-09-04","0-1 Miles"
12480,187,"AW00012480","Meredith NULL Alvarez","F","S","meredith27@adventure-works.com","10000.00","20, rue Saint-Lazare","1 (11) 500 555-0172","2020-07-10","0-1 Miles"
12481,152,"AW00012481","Victor L Diaz","M","S","victor4@adventure-works.com","10000.00","Hüttenstr 95","1 (11) 500 555-0121","2022-03-08","0-1 Miles"
12482,225,"AW00012482","Jerome NULL Browning","M","S","jerome14@adventure-works.com","10000.00","2, rue de Fontfroide","1 (11) 500 555-0146","2022-12-25","0-1 Miles"
12483,189,"AW00012483","Amanda NULL Perez","F","S","amanda55@adventure-works.com","20000.00","194, boulevard Tremblay","1 (11) 500 555-0112","2020-07-04","0-1 Miles"
12484,147,"AW00012484","Lori NULL Suarez","F","S","lori19@adventure-works.com","20000.00","Zollstr 8","1 (11) 500 555-0115","2021-09-24","0-1 Miles"
12485,180,"AW00012485","Veronica J Subram","F","S","veronica14@adventure-works.com","20000.00","6, rue Saint-Lazare","1 (11) 500 555-0127","2020-07-12","0-1 Miles"
12486,274,"AW00012486","Kristen D Ye","F","S","kristen8@adventure-works.com","20000.00","579 Meager Dr.","1 (11) 500 555-0146","2021-07-19","0-1 Miles"
12487,135,"AW00012487","Willie NULL Zhu","M","S","willie12@adventure-works.com","20000.00","Conesweg 621","1 (11) 500 555-0128","2021-09-14","0-1 Miles"
12488,208,"AW00012488","Jay NULL Garcia","M","S","jay21@adventure-works.com","20000.00","95, avenue de l´ Union Centrale","1 (11) 500 555-0166","2022-09-20","0-1 Miles"
12489,211,"AW00012489","Wayne T Rai","M","M","wayne20@adventure-works.com","40000.00","17, rue de Maubeuge","1 (11) 500 555-0190","2022-03-20","0-1 Miles"
12490,201,"AW00012490","Trisha C He","F","M","trisha13@adventure-works.com","40000.00","98bis, boulevard du Montparnasse","1 (11) 500 555-0131","2022-03-18","0-1 Miles"
12491,262,"AW00012491","Alvin NULL Huang","M","M","alvin7@adventure-works.com","40000.00","3960 Temple Drive","1 (11) 500 555-0192","2022-08-02","0-1 Miles"
12492,269,"AW00012492","Brittany NULL Price","F","S","brittany0@adventure-works.com","60000.00","3845 Mt. Dell Drive","1 (11) 500 555-0110","2021-07-13","0-1 Miles"
12493,121,"AW00012493","Dwayne C Vazquez","M","M","dwayne14@adventure-works.com","40000.00","Zollhof 4822","1 (11) 500 555-0169","2022-05-15","0-1 Miles"
12494,209,"AW00012494","Abby NULL Sandberg","F","M","abby7@adventure-works.com","30000.00","208, chaussée de Tournai","1 (11) 500 555-0148","2020-07-01","0-1 Miles"
12495,131,"AW00012495","Lucas L Miller","M","S","lucas19@adventure-works.com","30000.00","Postenweg 3138","1 (11) 500 555-0131","2021-09-18","0-1 Miles"
12496,238,"AW00012496","Melanie C Cox","F","M","melanie36@adventure-works.com","40000.00","7547 Delta Fair Blvd.","1 (11) 500 555-0110","2022-08-20","0-1 Miles"
12497,174,"AW00012497","Ashlee M Kumar","F","M","ashlee14@adventure-works.com","40000.00","Pflugstr 2464","1 (11) 500 555-0192","2022-07-01","0-1 Miles"
12498,147,"AW00012498","Eduardo L Diaz","M","M","eduardo65@adventure-works.com","40000.00","Werftstr 54","1 (11) 500 555-0140","2022-06-29","0-1 Miles"
12499,150,"AW00012499","Heather R Wang","F","S","heather1@adventure-works.com","20000.00","Knaackstr 756","1 (11) 500 555-0116","2021-09-13","2-5 Miles"
12500,172,"AW00012500","Kathleen M Vazquez","F","S","kathleen16@adventure-works.com","30000.00","Alderweg 7247","1 (11) 500 555-0157","2021-09-01","0-1 Miles"
12501,161,"AW00012501","Cory E Sai","M","S","cory4@adventure-works.com","30000.00","Am Gallberg 65","1 (11) 500 555-0131","2021-09-28","0-1 Miles"
12502,264,"AW00012502","Darren NULL Sanchez","M","S","darren21@adventure-works.com","30000.00","7444 Margo Drive","1 (11) 500 555-0193","2022-02-03","0-1 Miles"
12503,279,"AW00012503","Casey D Shen","F","S","casey2@adventure-works.com","30000.00","7709 Redhead Way","1 (11) 500 555-0148","2022-02-15","0-1 Miles"
12504,239,"AW00012504","Arthur A Gutierrez","M","M","arthur35@adventure-works.com","40000.00","3859 Argyll Ave","1 (11) 500 555-0113","2022-04-25","0-1 Miles"
12505,269,"AW00012505","Dalton J Martin","M","M","dalton13@adventure-works.com","40000.00","7158 Waterview Place","1 (11) 500 555-0172","2022-03-01","0-1 Miles"
12506,274,"AW00012506","Preston J Sanchez","M","M","preston18@adventure-works.com","40000.00","2823 Pheasant Court","1 (11) 500 555-0179","2022-02-11","0-1 Miles"
12507,161,"AW00012507","Ian NULL Bell","M","M","ian81@adventure-works.com","30000.00","Karl Liebknecht str 466","1 (11) 500 555-0118","2022-04-11","0-1 Miles"
12508,234,"AW00012508","Nichole NULL Anand","F","M","nichole22@adventure-works.com","40000.00","2988 Buckingham Dr.","1 (11) 500 555-0143","2022-05-31","0-1 Miles"
12509,221,"AW00012509","Marc NULL Ferrier","M","M","marc12@adventure-works.com","40000.00","11, rue Saint Denis","1 (11) 500 555-0118","2022-02-21","0-1 Miles"
12510,205,"AW00012510","Roberto NULL Sanz","M","M","roberto18@adventure-works.com","40000.00","1, rue de Courtaboeuf","1 (11) 500 555-0177","2020-08-27","0-1 Miles"
12511,197,"AW00012511","Grant NULL Chander","M","S","grant17@adventure-works.com","30000.00","35, avenue des Laurentides","1 (11) 500 555-0117","2022-06-28","0-1 Miles"
12512,164,"AW00012512","Carolyn A Gomez","F","M","carolyn23@adventure-works.com","30000.00","Wasserstr 63","1 (11) 500 555-0197","2022-03-23","0-1 Miles"
12513,269,"AW00012513","Austin NULL Thompson","M","S","austin31@adventure-works.com","30000.00","2754 Stanbridge Ct.","1 (11) 500 555-0139","2022-06-17","0-1 Miles"
12514,203,"AW00012514","Lacey C Becker","F","S","lacey9@adventure-works.com","30000.00","61, rue Mazagran","1 (11) 500 555-0181","2022-02-14","0-1 Miles"
12515,189,"AW00012515","Shelby NULL Bailey","F","S","shelby16@adventure-works.com","30000.00","111, rue des Pyrenees","1 (11) 500 555-0195","2022-07-24","2-5 Miles"
12516,145,"AW00012516","Shawna H Chander","F","S","shawna16@adventure-works.com","30000.00","Buergermeister-ulrich-str 888","1 (11) 500 555-0182","2022-12-16","2-5 Miles"
12517,133,"AW00012517","Alexa NULL Watson","F","S","alexa0@adventure-works.com","30000.00","Residenz Straße 98","1 (11) 500 555-0191","2022-10-19","2-5 Miles"
12518,161,"AW00012518","Jacquelyn NULL Dominguez","F","S","jacquelyn13@adventure-works.com","30000.00","Werftstr 544","1 (11) 500 555-0134","2022-08-01","2-5 Miles"
12519,265,"AW00012519","Casey NULL Gutierrez","M","S","casey34@adventure-works.com","30000.00","2035 Emmons Canyon Lane","1 (11) 500 555-0115","2022-05-11","0-1 Miles"
12520,208,"AW00012520","Seth R Jackson","M","S","seth12@adventure-works.com","20000.00","9, avenue de l´ Union Centrale","1 (11) 500 555-0165","2020-08-02","2-5 Miles"
12521,172,"AW00012521","Meredith NULL Dominguez","F","S","meredith36@adventure-works.com","10000.00","Kurfürstenstr 74","1 (11) 500 555-0190","2021-10-05","0-1 Miles"
12522,222,"AW00012522","Brandy NULL Sanchez","F","S","brandy16@adventure-works.com","20000.00","882, place du Tertre","1 (11) 500 555-0197","2020-08-24","1-2 Miles"
12523,200,"AW00012523","Steve C Wagner","M","S","steve5@adventure-works.com","20000.00","8188, chaussée de Tournai","1 (11) 500 555-0164","2020-08-28","2-5 Miles"
12524,211,"AW00012524","Kate NULL Shan","F","S","kate8@adventure-works.com","30000.00","312, rue Villedo","1 (11) 500 555-0191","2022-06-13","2-5 Miles"
12525,237,"AW00012525","Chelsea NULL Rodriguez","F","M","chelsea21@adventure-works.com","40000.00","5444 Bohon Circle","1 (11) 500 555-0111","2022-05-25","1-2 Miles"
12526,256,"AW00012526","Michele C Suarez","F","M","michele53@adventure-works.com","40000.00","5549 Bluejay Dr.","1 (11) 500 555-0147","2021-07-10","0-1 Miles"
12527,301,"AW00012527","José NULL Rodriguez","M","M","josé81@adventure-works.com","60000.00","1686 Willow Drive","821-555-0115","2022-12-17","0-1 Miles"
12528,641,"AW00012528","Devin L Wilson","M","S","devin5@adventure-works.com","60000.00","5958 Meadow Glen Way","216-555-0140","2022-08-28","1-2 Miles"
12529,299,"AW00012529","Isaiah A Allen","M","M","isaiah41@adventure-works.com","60000.00","3476 Sunset Meadows","457-555-0183","2023-01-19","1-2 Miles"
12530,64,"AW00012530","Isabel S Coleman","F","S","isabel6@adventure-works.com","40000.00","6398 Haviland Place","909-555-0115","2022-02-15","0-1 Miles"
12531,536,"AW00012531","Autumn I Xu","F","S","autumn11@adventure-works.com","40000.00","2219 Dewing Avenue","941-555-0190","2022-03-18","0-1 Miles"
12532,53,"AW00012532","Jose H Carter","M","M","jose46@adventure-works.com","50000.00","4420 Tuolumne St.","508-555-0175","2022-09-26","0-1 Miles"
12533,644,"AW00012533","Luis T Washington","M","M","luis12@adventure-works.com","170000.00","5351 Maryland Drive","150-555-0115","2022-02-01","0-1 Miles"
12534,179,"AW00012534","Katie NULL Shan","F","M","katie13@adventure-works.com","10000.00","11, quai de l´ Iton","1 (11) 500 555-0136","2022-09-08","0-1 Miles"
12535,161,"AW00012535","Clifford A Kapoor","M","S","clifford1@adventure-works.com","10000.00","Postenweg 4642","1 (11) 500 555-0148","2022-09-18","0-1 Miles"
12536,161,"AW00012536","Javier NULL Dominguez","M","M","javier7@adventure-works.com","10000.00","Buergermeister-ulrich-str 6","1 (11) 500 555-0118","2022-11-21","0-1 Miles"
12537,200,"AW00012537","Terrence NULL Luo","M","M","terrence6@adventure-works.com","10000.00","851, rue Henri Gagnon","1 (11) 500 555-0171","2022-06-24","0-1 Miles"
12538,164,"AW00012538","Paula NULL Blanco","F","M","paula18@adventure-works.com","20000.00","Marketplatz 7935","1 (11) 500 555-0180","2022-05-27","0-1 Miles"
12539,225,"AW00012539","Marc J Dominguez","M","S","marc16@adventure-works.com","20000.00","1994, rue des Pyrenees","1 (11) 500 555-0137","2022-11-30","0-1 Miles"
12540,265,"AW00012540","Levi S Sara","M","M","levi9@adventure-works.com","30000.00","9527 Onley Dr.","1 (11) 500 555-0166","2022-03-02","0-1 Miles"
12541,221,"AW00012541","Jonathan W Zhang","M","M","jonathan23@adventure-works.com","30000.00","47, impasse Ste-Madeleine","1 (11) 500 555-0164","2022-06-15","0-1 Miles"
12542,204,"AW00012542","Preston C Patel","M","M","preston3@adventure-works.com","30000.00","835, avenue des Laurentides","1 (11) 500 555-0186","2023-01-11","0-1 Miles"
12543,213,"AW00012543","Ruben NULL Alvarez","M","M","ruben28@adventure-works.com","10000.00","8, rue de la Comédie","1 (11) 500 555-0112","2022-05-04","0-1 Miles"
12544,168,"AW00012544","Bruce E Jordan","M","M","bruce1@adventure-works.com","10000.00","Heiderplatz 948","1 (11) 500 555-0131","2022-12-21","0-1 Miles"
12545,229,"AW00012545","Marc D Ruiz","M","M","marc5@adventure-works.com","10000.00","9963 Pacific","1 (11) 500 555-0142","2022-07-27","0-1 Miles"
12546,149,"AW00012546","Clarence NULL Andersen","M","S","clarence28@adventure-works.com","20000.00","Knaackstr 442","1 (11) 500 555-0184","2021-10-06","0-1 Miles"
12547,211,"AW00012547","Bradley NULL Nara","M","M","bradley19@adventure-works.com","20000.00","2, avenue des Champs-Elysées","1 (11) 500 555-0174","2020-08-14","0-1 Miles"
12548,155,"AW00012548","Alexandra NULL Collins","F","S","alexandra46@adventure-works.com","10000.00","Pflugstr 85","1 (11) 500 555-0132","2021-10-16","0-1 Miles"
12549,193,"AW00012549","Donna NULL Xie","F","S","donna3@adventure-works.com","10000.00","3398, avenue de l´Europe","1 (11) 500 555-0118","2020-08-18","0-1 Miles"
12550,262,"AW00012550","Austin M Diaz","M","M","austin18@adventure-works.com","10000.00","416 Tupelo Drive","1 (11) 500 555-0162","2022-06-13","0-1 Miles"
12551,250,"AW00012551","Julio NULL Ramos","M","M","julio18@adventure-works.com","20000.00","7053 Laurel Dr.","1 (11) 500 555-0169","2022-08-09","0-1 Miles"
12552,182,"AW00012552","Bruce NULL Torres","M","M","bruce33@adventure-works.com","20000.00","1, rue Ste-Honoré","1 (11) 500 555-0128","2022-10-13","0-1 Miles"
12553,219,"AW00012553","Toni C Fernandez","F","M","toni16@adventure-works.com","20000.00","8, rue des Ecoles","1 (11) 500 555-0189","2022-05-11","0-1 Miles"
12554,235,"AW00012554","Barry O Rodriguez","M","M","barry19@adventure-works.com","30000.00","2624 Pome Court","1 (11) 500 555-0194","2022-07-27","0-1 Miles"
12555,189,"AW00012555","Edgar K Malhotra","M","M","edgar5@adventure-works.com","10000.00","2, rue de Cambrai","1 (11) 500 555-0191","2022-09-03","2-5 Miles"
12556,162,"AW00012556","Manuel R Kapoor","M","M","manuel1@adventure-works.com","10000.00","Residenz Straße 244","1 (11) 500 555-0158","2022-11-27","2-5 Miles"
12557,214,"AW00012557","Phillip A Lopez","M","M","phillip18@adventure-works.com","10000.00","100, rue Descartes","1 (11) 500 555-0155","2022-05-07","2-5 Miles"
12558,155,"AW00012558","Amanda NULL Evans","F","M","amanda44@adventure-works.com","20000.00","Parise Straße 1551","1 (11) 500 555-0115","2022-09-02","0-1 Miles"
12559,252,"AW00012559","Emmanuel R Lopez","M","M","emmanuel15@adventure-works.com","20000.00","1019 Mt. Davidson Court","1 (11) 500 555-0167","2021-07-23","0-1 Miles"
12560,256,"AW00012560","Mandy M Gao","F","M","mandy16@adventure-works.com","20000.00","7398 Winter Lane","1 (11) 500 555-0167","2021-07-15","0-1 Miles"
12561,220,"AW00012561","Trisha NULL Lin","F","S","trisha2@adventure-works.com","10000.00","91, rue de Maubeuge","1 (11) 500 555-0112","2020-09-25","0-1 Miles"
12562,204,"AW00012562","Kristina NULL Chandra","F","M","kristina2@adventure-works.com","10000.00","22, rue de Longchamp","1 (11) 500 555-0114","2022-03-14","2-5 Miles"
12563,236,"AW00012563","Alejandro L Lin","M","M","alejandro10@adventure-works.com","30000.00","9420 Blizzard Ave.","1 (11) 500 555-0155","2022-07-01","0-1 Miles"
12564,247,"AW00012564","Marshall E Yang","M","M","marshall4@adventure-works.com","30000.00","4827 Seawind Dr.","1 (11) 500 555-0157","2022-03-07","0-1 Miles"
12565,198,"AW00012565","Kendra S Gutierrez","F","M","kendra11@adventure-works.com","10000.00","2, place Beaubernard","1 (11) 500 555-0158","2022-10-05","0-1 Miles"
12566,254,"AW00012566","Omar NULL Yang","M","M","omar5@adventure-works.com","30000.00","4970 B Way","1 (11) 500 555-0115","2022-05-31","0-1 Miles"
12567,261,"AW00012567","Carmen M Arthur","F","M","carmen9@adventure-works.com","30000.00","3748 Moss Hollow Court","1 (11) 500 555-0147","2022-02-11","0-1 Miles"
12568,269,"AW00012568","Stacey NULL Ye","F","M","stacey10@adventure-works.com","30000.00","9015 Denkinger Court","1 (11) 500 555-0179","2022-02-13","0-1 Miles"
12569,272,"AW00012569","Kristin C Rai","F","M","kristin16@adventure-works.com","40000.00","4289 Wellington Avenue","1 (11) 500 555-0135","2022-07-21","0-1 Miles"
12570,20,"AW00012570","Casey W Munoz","M","S","casey31@adventure-works.com","10000.00","9324 Youngsdale Drive","1 (11) 500 555-0167","2021-01-02","0-1 Miles"
12571,2,"AW00012571","Jennifer NULL Green","F","M","jennifer17@adventure-works.com","10000.00","4070 Lacorso Drive","1 (11) 500 555-0139","2020-12-29","0-1 Miles"
12572,29,"AW00012572","Alisha NULL Chander","F","S","alisha40@adventure-works.com","10000.00","422 Quartermaster","1 (11) 500 555-0176","2021-01-22","2-5 Miles"
12573,6,"AW00012573","Grant R Rai","M","S","grant19@adventure-works.com","10000.00","820 Dobrich Circle","1 (11) 500 555-0177","2021-01-08","0-1 Miles"
12574,15,"AW00012574","Derek NULL Raje","M","S","derek12@adventure-works.com","10000.00","2742 Cincerto Circle","1 (11) 500 555-0112","2021-01-15","0-1 Miles"
12575,19,"AW00012575","Jaclyn A Shen","F","S","jaclyn25@adventure-works.com","10000.00","6131 Orangewood Court","1 (11) 500 555-0134","2021-01-15","0-1 Miles"
12576,35,"AW00012576","Walter NULL Dominguez","M","S","walter6@adventure-works.com","10000.00","3578 Courthouse Drive","1 (11) 500 555-0148","2021-01-04","2-5 Miles"
12577,5,"AW00012577","Francis NULL Sanz","M","S","francis18@adventure-works.com","10000.00","3492 Broadway Street","1 (11) 500 555-0149","2021-02-15","2-5 Miles"
12578,33,"AW00012578","Gavin M Perry","M","S","gavin7@adventure-works.com","10000.00","5869 Sierra Ridge","1 (11) 500 555-0195","2021-02-14","0-1 Miles"
12579,16,"AW00012579","Lydia S Sanchez","F","S","lydia18@adventure-works.com","10000.00","480 W. Holly Drive","1 (11) 500 555-0177","2021-02-15","2-5 Miles"
12580,38,"AW00012580","Cedric R She","M","S","cedric23@adventure-works.com","10000.00","4634 St. Paul Way","1 (11) 500 555-0174","2021-02-14","2-5 Miles"
12581,36,"AW00012581","Kristina A Fernandez","F","S","kristina16@adventure-works.com","10000.00","2595 Worth Ct.","1 (11) 500 555-0178","2021-02-27","0-1 Miles"
