"customerkey","geographykey","customername","englisheducation","commutedistance","geography_key","city","stateprovincename","countryname"
14617,614,"Aaron Flores","Bachelors","0-1 Miles",614,"Edmonds","Washington","United States"
14618,618,"Gabrielle Baker","Graduate Degree","2-5 Miles",618,"Issaquah","Washington","United States"
14619,618,"Nathaniel Sanders","Graduate Degree","0-1 Miles",618,"Issaquah","Washington","United States"
14620,347,"Kayla Patterson","Graduate Degree","2-5 Miles",347,"Novato","California","United States"
14621,545,"Chloe Morris","Bachelors","2-5 Miles",545,"Milwaukie","Oregon","United States"
14622,312,"Brandon Patterson","Partial College","2-5 Miles",312,"Coronado","California","United States"
14623,359,"Benjamin Li","Partial College","0-1 Miles",359,"San Diego","California","United States"
14624,618,"Anna Thomas","Partial College","0-1 Miles",618,"Issaquah","Washington","United States"
14625,627,"Benjamin Simmons","Partial College","2-5 Miles",627,"Marysville","Washington","United States"
14626,51,"Jesse Gray","High School","10+ Miles",51,"Langford","British Columbia","Canada"
14627,358,"Isaiah Hill","Partial College","0-1 Miles",358,"San Carlos","California","United States"
14628,543,"Carlos Brooks","Partial College","0-1 Miles",543,"Lebanon","Oregon","United States"
14629,612,"Blake Hernandez","Partial College","2-5 Miles",612,"Burien","Washington","United States"
14630,329,"Isaiah James","Partial College","2-5 Miles",329,"Imperial Beach","California","United States"
14631,69,"Logan Flores","Partial College","0-1 Miles",69,"Victoria","British Columbia","Canada"
14632,70,"Austin Wang","Partial College","2-5 Miles",70,"Westminster","British Columbia","Canada"
14633,52,"Timothy Morgan","Partial College","2-5 Miles",52,"Langley","British Columbia","Canada"
14634,552,"Amber Baker","Partial College","2-5 Miles",552,"W. Linn","Oregon","United States"
14635,553,"Luke Carter","High School","0-1 Miles",553,"Woodburn","Oregon","United States"
14636,542,"Kelly Powell","High School","2-5 Miles",542,"Lake Oswego","Oregon","United States"
14637,607,"Dustin Nath","High School","0-1 Miles",607,"Ballard","Washington","United States"
14638,536,"Blake Scott","Bachelors","2-5 Miles",536,"Beaverton","Oregon","United States"
14639,315,"Jeremiah Howard","Partial College","2-5 Miles",315,"Downey","California","United States"
14640,51,"Mackenzie Adams","Partial College","2-5 Miles",51,"Langford","British Columbia","Canada"
14641,71,"Timothy Turner","Partial College","0-1 Miles",71,"Westminster","British Columbia","Canada"
14642,536,"Jeffery Zeng","Partial College","0-1 Miles",536,"Beaverton","Oregon","United States"
14643,616,"Eric Simmons","Partial College","2-5 Miles",616,"Everett","Washington","United States"
14644,543,"Jennifer Lee","Partial College","0-1 Miles",543,"Lebanon","Oregon","United States"
14645,326,"Isaac Kelly","Graduate Degree","2-5 Miles",326,"Grossmont","California","United States"
14646,339,"Dylan Garcia","Graduate Degree","0-1 Miles",339,"Mill Valley","California","United States"
14647,347,"Sean Howard","Graduate Degree","0-1 Miles",347,"Novato","California","United States"
14648,343,"Eric Evans","Graduate Degree","0-1 Miles",343,"National City","California","United States"
14649,374,"Grace Cox","Partial College","2-5 Miles",374,"Torrance","California","United States"
14650,644,"Adam Perry","Partial College","2-5 Miles",644,"Walla Walla","Washington","United States"
14651,552,"Amber Green","Partial College","2-5 Miles",552,"W. Linn","Oregon","United States"
14652,300,"Russell Luo","Partial College","2-5 Miles",300,"Beverly Hills","California","United States"
14653,311,"Troy Fernandez","Partial College","2-5 Miles",311,"Concord","California","United States"
14654,627,"Kyle Collins","Bachelors","2-5 Miles",627,"Marysville","Washington","United States"
14655,71,"Kayla Washington","Graduate Degree","10+ Miles",71,"Westminster","British Columbia","Canada"
14656,609,"Bryant Fernandez","Graduate Degree","0-1 Miles",609,"Bellingham","Washington","United States"
14657,633,"John Thomas","Partial College","0-1 Miles",633,"Puyallup","Washington","United States"
14658,69,"Chloe Green","Bachelors","2-5 Miles",69,"Victoria","British Columbia","Canada"
14659,348,"Zachary Harris","Bachelors","2-5 Miles",348,"Oakland","California","United States"
14660,547,"Gabrielle Howard","Bachelors","0-1 Miles",547,"Portland","Oregon","United States"
14661,56,"Jade Ward","Bachelors","2-5 Miles",56,"Newton","British Columbia","Canada"
14662,315,"Jack Ross","Bachelors","0-1 Miles",315,"Downey","California","United States"
14663,310,"Arturo Hu","Bachelors","2-5 Miles",310,"Colma","California","United States"
14664,358,"Kayla Ross","Graduate Degree","0-1 Miles",358,"San Carlos","California","United States"
14665,40,"Jesse King","Graduate Degree","0-1 Miles",40,"Warrnambool","Victoria","Australia"
14666,11,"Louis Gao","Graduate Degree","0-1 Miles",11,"North Ryde","New South Wales","Australia"
14667,35,"Olivia Alexander","Graduate Degree","0-1 Miles",35,"Melbourne","Victoria","Australia"
14668,18,"Joe Martin","Graduate Degree","0-1 Miles",18,"Sydney","New South Wales","Australia"
14669,7,"Erika Blanco","Graduate Degree","0-1 Miles",7,"Malabar","New South Wales","Australia"
14670,5,"Leslie Gill","Bachelors","2-5 Miles",5,"Lane Cove","New South Wales","Australia"
14671,6,"Cristina Lal","Bachelors","0-1 Miles",6,"Lavender Bay","New South Wales","Australia"
14672,21,"Omar Nath","Graduate Degree","0-1 Miles",21,"Caloundra","Queensland","Australia"
14673,22,"Willie Rai","Graduate Degree","0-1 Miles",22,"East Brisbane","Queensland","Australia"
14674,39,"Alexis Williams","Bachelors","10+ Miles",39,"Sunbury","Victoria","Australia"
14675,25,"Brandi Gomez","Bachelors","10+ Miles",25,"Hervey Bay","Queensland","Australia"
14676,4,"Micah Wang","Bachelors","10+ Miles",4,"Goulburn","New South Wales","Australia"
14677,13,"Ross Hernandez","Graduate Degree","0-1 Miles",13,"Port Macquarie","New South Wales","Australia"
14678,11,"Shannon Zheng","Graduate Degree","0-1 Miles",11,"North Ryde","New South Wales","Australia"
14679,37,"Natasha Suarez","Bachelors","0-1 Miles",37,"Seaford","Victoria","Australia"
14680,20,"Marvin Munoz","Bachelors","1-2 Miles",20,"Brisbane","Queensland","Australia"
14681,24,"Veronica Chandra","Bachelors","0-1 Miles",24,"Hawthorne","Queensland","Australia"
14682,36,"Gail Alexander","Bachelors","5-10 Miles",36,"Melton","Victoria","Australia"
14683,28,"Molly Sai","Bachelors","5-10 Miles",28,"Cloverdale","South Australia","Australia"
14684,34,"James Zhang","Bachelors","0-1 Miles",34,"Geelong","Victoria","Australia"
14685,24,"Lawrence Ortega","Bachelors","0-1 Miles",24,"Hawthorne","Queensland","Australia"
14686,17,"Casey Raje","Bachelors","5-10 Miles",17,"St. Leonards","New South Wales","Australia"
14687,196,"Olivia Price","Partial College","2-5 Miles",196,"Paris","Seine (Paris)","France"
14688,132,"Tabitha Carlson","Partial High School","1-2 Miles",132,"Hamburg","Hessen","Germany"
14689,207,"Lloyd Saunders","Partial High School","0-1 Miles",207,"Chatou","Yveline","France"
14690,117,"Drew Rai","Partial High School","1-2 Miles",117,"Erlangen","Bayern","Germany"
14691,186,"Derrick Torres","Partial College","1-2 Miles",186,"Dunkerque","Nord","France"
14692,240,"Nichole Sharma","Partial College","2-5 Miles",240,"High Wycombe","England","United Kingdom"
14693,209,"Robert Parker","High School","2-5 Miles",209,"Versailles","Yveline","France"
14694,271,"Haley Parker","High School","2-5 Miles",271,"Warrington","England","United Kingdom"
14695,156,"Russell Andersen","Partial High School","0-1 Miles",156,"Braunschweig","Nordrhein-Westfalen","Germany"
14696,119,"Shawn Anand","Partial High School","0-1 Miles",119,"Grevenbroich","Bayern","Germany"
14697,248,"Nelson Jimenez","Partial High School","1-2 Miles",248,"London","England","United Kingdom"
14698,166,"Diane Navarro","Bachelors","1-2 Miles",166,"Frankfurt am Main","Saarland","Germany"
14699,150,"Gerald Munoz","Bachelors","1-2 Miles",150,"München","Hamburg","Germany"
14700,238,"Edward Edwards","Bachelors","0-1 Miles",238,"Gateshead","England","United Kingdom"
14701,180,"Maurizio Macagno","Partial High School","1-2 Miles",180,"Colomiers","Garonne (Haute)","France"
14702,234,"Curtis Zimmerman","High School","1-2 Miles",234,"Bury","England","United Kingdom"
14703,165,"Clifford Srini","High School","2-5 Miles",165,"Berlin","Saarland","Germany"
14704,188,"Kara Andersen","Partial High School","0-1 Miles",188,"Roncq","Nord","France"
14705,241,"Riley Wood","Partial College","1-2 Miles",241,"Kirkby","England","United Kingdom"
14706,246,"Kate Jai","Partial College","0-1 Miles",246,"London","England","United Kingdom"
14707,164,"Tonya Raje","Partial High School","0-1 Miles",164,"Berlin","Saarland","Germany"
14708,200,"Evelyn Kapoor","Partial High School","1-2 Miles",200,"Paris","Seine (Paris)","France"
14709,175,"Ian Martin","High School","2-5 Miles",175,"Saarlouis","Saarland","Germany"
14710,147,"Lisa Ma","High School","2-5 Miles",147,"Hamburg","Hamburg","Germany"
14711,160,"Deborah Xu","High School","2-5 Miles",160,"Paderborn","Nordrhein-Westfalen","Germany"
14712,252,"Eugene Liu","High School","2-5 Miles",252,"London","England","United Kingdom"
14713,172,"Jon Ye","Partial College","1-2 Miles",172,"Offenbach","Saarland","Germany"
14714,183,"Meghan Diaz","Partial College","1-2 Miles",183,"Orleans","Loiret","France"
14715,149,"Erik Munoz","Partial College","0-1 Miles",149,"Mühlheim","Hamburg","Germany"
14716,184,"Shannon Zhou","Partial College","0-1 Miles",184,"Metz","Moselle","France"
14717,190,"Abigail Rivera","Partial College","1-2 Miles",190,"Villeneuve-d'Ascq","Nord","France"
14718,155,"Gregory Raji","Partial College","1-2 Miles",155,"Bottrop","Nordrhein-Westfalen","Germany"
14719,182,"Ronnie He","Partial College","0-1 Miles",182,"Saint Ouen","Loir et Cher","France"
14720,232,"Naomi Dominguez","Partial College","1-2 Miles",232,"Birmingham","England","United Kingdom"
14721,633,"Daniel Jones","Partial College","0-1 Miles",633,"Puyallup","Washington","United States"
14722,611,"Sharon Carson","Partial College","1-2 Miles",611,"Bremerton","Washington","United States"
14723,54,"Andrew Smith","Partial College","0-1 Miles",54,"N. Vancouver","British Columbia","Canada"
14724,49,"Dylan Robinson","Graduate Degree","0-1 Miles",49,"Cliffside","British Columbia","Canada"
14725,69,"Evan Morgan","Graduate Degree","0-1 Miles",69,"Victoria","British Columbia","Canada"
14726,627,"Zachary Yang","Graduate Degree","1-2 Miles",627,"Marysville","Washington","United States"
14727,545,"Anna Bryant","Graduate Degree","1-2 Miles",545,"Milwaukie","Oregon","United States"
14728,633,"Elizabeth Henderson","Graduate Degree","1-2 Miles",633,"Puyallup","Washington","United States"
14729,298,"Gloria Rubio","Graduate Degree","0-1 Miles",298,"Bellflower","California","United States"
14730,298,"Jerry Ferrier","High School","0-1 Miles",298,"Bellflower","California","United States"
14731,302,"Seth Brown","Bachelors","5-10 Miles",302,"Burlingame","California","United States"
14732,631,"Trinity Cook","Bachelors","2-5 Miles",631,"Olympia","Washington","United States"
14733,299,"Clarence Raji","Bachelors","2-5 Miles",299,"Berkeley","California","United States"
14734,539,"Kevin Edwards","Bachelors","2-5 Miles",539,"Corvallis","Oregon","United States"
14735,546,"Maria Rogers","Partial College","2-5 Miles",546,"Oregon City","Oregon","United States"
14736,536,"Jack Roberts","Partial High School","0-1 Miles",536,"Beaverton","Oregon","United States"
14737,609,"Dominic Srini","Partial High School","1-2 Miles",609,"Bellingham","Washington","United States"
14738,326,"Ethan Garcia","Partial College","0-1 Miles",326,"Grossmont","California","United States"
14739,331,"Charles Gonzalez","Partial College","0-1 Miles",331,"La Jolla","California","United States"
14740,334,"Jenna Scott","Partial College","1-2 Miles",334,"Lakewood","California","United States"
14741,383,"Emma Cooper","Partial College","0-1 Miles",383,"West Covina","California","United States"
14742,336,"Andrea Howard","Partial College","1-2 Miles",336,"Lincoln Acres","California","United States"
14743,638,"Nathan Turner","Partial College","1-2 Miles",638,"Sedro Woolley","Washington","United States"
14744,612,"Elijah Yang","Partial College","1-2 Miles",612,"Burien","Washington","United States"
14745,49,"Luke Hall","Partial College","0-1 Miles",49,"Cliffside","British Columbia","Canada"
14746,374,"Courtney Nelson","Partial College","1-2 Miles",374,"Torrance","California","United States"
14747,331,"Aidan Wood","Partial College","1-2 Miles",331,"La Jolla","California","United States"
14748,329,"Don Roessler","Partial College","1-2 Miles",329,"Imperial Beach","California","United States"
14749,301,"Jose Jenkins","Partial College","0-1 Miles",301,"Burbank","California","United States"
14750,347,"Mary Green","Partial College","1-2 Miles",347,"Novato","California","United States"
14751,648,"Gabrielle Price","Partial College","0-1 Miles",648,"Yakima","Washington","United States"
14752,300,"Seth Turner","Partial College","0-1 Miles",300,"Beverly Hills","California","United States"
14753,539,"Austin Foster","Partial College","1-2 Miles",539,"Corvallis","Oregon","United States"
14754,609,"Grant Pal","Partial College","1-2 Miles",609,"Bellingham","Washington","United States"
14755,302,"Robert Davis","Partial College","0-1 Miles",302,"Burlingame","California","United States"
14756,331,"Charles Reed","Partial College","0-1 Miles",331,"La Jolla","California","United States"
14757,361,"Elizabeth Garcia","Partial College","1-2 Miles",361,"San Gabriel","California","United States"
14758,325,"Victoria Long","Graduate Degree","1-2 Miles",325,"Glendale","California","United States"
14759,368,"Madison Davis","Graduate Degree","0-1 Miles",368,"Santa Cruz","California","United States"
14760,68,"Zachary Lewis","Graduate Degree","1-2 Miles",68,"Vancouver","British Columbia","Canada"
14761,361,"Morgan Kelly","Graduate Degree","1-2 Miles",361,"San Gabriel","California","United States"
14762,300,"Adriana Perez","Graduate Degree","1-2 Miles",300,"Beverly Hills","California","United States"
14763,536,"George Arun","Graduate Degree","1-2 Miles",536,"Beaverton","Oregon","United States"
14764,345,"Xavier Scott","Graduate Degree","1-2 Miles",345,"Newport Beach","California","United States"
14765,71,"Kevin Nelson","Graduate Degree","0-1 Miles",71,"Westminster","British Columbia","Canada"
14766,223,"Curtis Xu","Partial College","2-5 Miles",223,"Saint-Denis","Seine Saint Denis","France"
14767,157,"Stacy Blanco","Partial College","2-5 Miles",157,"Hannover","Nordrhein-Westfalen","Germany"
14768,175,"Ian Kelly","Partial College","0-1 Miles",175,"Saarlouis","Saarland","Germany"
14769,160,"Jessica Powell","Bachelors","0-1 Miles",160,"Paderborn","Nordrhein-Westfalen","Germany"
14770,229,"Melvin Andersen","Bachelors","0-1 Miles",229,"Berks","England","United Kingdom"
14771,249,"Heidi Vance","Bachelors","1-2 Miles",249,"London","England","United Kingdom"
14772,118,"Stacy Torres","Bachelors","1-2 Miles",118,"Frankfurt","Bayern","Germany"
14773,190,"Noah Ross","Graduate Degree","0-1 Miles",190,"Villeneuve-d'Ascq","Nord","France"
14774,143,"Max Ferrier","Graduate Degree","0-1 Miles",143,"Bonn","Hamburg","Germany"
14775,147,"Bonnie Xie","Graduate Degree","0-1 Miles",147,"Hamburg","Hamburg","Germany"
14776,246,"Ronald Arthur","Graduate Degree","0-1 Miles",246,"London","England","United Kingdom"
